"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"6131","2015-00044624",2015-08-01 08:20:00,"SAN PABLO AVE / PARDEE ST","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8572089,-122.2882347,"Not Arrested","No",8,"7"
"6132","2015-00044626",2015-08-01 08:32:00,"SAN PABLO AVE / PARDEE ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8572089,-122.2882347,"Not Arrested","No",8,"7"
"6133","2015-00044628",2015-08-01 08:35:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",8,"7"
"6134","2015-00044630",2015-08-01 09:01:00,"SACRAMENTO ST / FRANCISCO ST","T",NA,1,"AF3TWN","Asian","F","3","Traffic","Warning","No Search",37.8739738,-122.2822706,"Not Arrested","No",9,"7"
"6135","2015-00044635",2015-08-01 09:28:00,"COLLEGE AVE / DWIGHT WAY","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.865707,-122.2539054,"Not Arrested","No",9,"7"
"6136","2015-00044642",2015-08-01 10:13:00,"DWIGHT WAY / SAN PABLO AVE","T",NA,1,"OM4TCN","Other","M","4","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",10,"7"
"6137","2015-00044643",2015-08-01 10:16:00,"SAN PABLO AVE / MURRAY ST","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8517233,-122.2866024,"Not Arrested","No",10,"7"
"6138","2015-00044649",2015-08-01 10:30:00,"SAN PABLO/GRAYSON","T",NA,1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.8562257,-122.2879211,"Not Arrested","No",10,"7"
"6139","2015-00044652",2015-08-01 10:35:00,"SAN PABLO AVE/CHANNING","T",NA,1,"AM4TCN","Asian","M","4","Traffic","Citation","No Search",37.862872,-122.2900545,"Not Arrested","No",10,"7"
"6140","2015-00044655",2015-08-01 10:41:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",10,"7"
"6141","2015-00044656",2015-08-01 10:48:00,"ASANP/ASH","T",NA,1,"AF4TCN","Asian","F","4","Traffic","Citation","No Search",37.8541636,-122.2721859,"Not Arrested","No",10,"7"
"6142","2015-00044659",2015-08-01 10:54:00,"DWIGHT WAY / TENTH ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8608619,-122.2907472,"Not Arrested","No",10,"7"
"6143","2015-00044663",2015-08-01 11:12:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",11,"7"
"6144","2015-00044665",2015-08-01 11:30:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"BF2TCN","Black","F","2","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",11,"7"
"6145","2015-00044666",2015-08-01 11:36:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",11,"7"
"6146","2015-00044668",2015-08-01 11:38:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",11,"7"
"6147","2015-00044718",2015-08-01 17:38:00,"SHATTUCK AVE / UNIVERSITY AVE","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8720999,-122.2684067,"Not Arrested","No",17,"7"
"6148","2015-00044736",2015-08-01 19:10:00,"TELEGRAPH AVE / HOWE ST","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8571259,-122.259505,"Not Arrested","No",19,"7"
"6149","2015-00044742",2015-08-01 20:11:00,"2300 BLOCK MILVIA ST","1194","MH",1,"BM4IWN","Black","M","4","Investigation","Warning","No Search",37.8672648,-122.270271,"Not Arrested","Yes",20,"7"
"6150","2015-00044749",2015-08-01 20:44:00,"37.8903159490001~-122.272880895","1194","MH",1,"BM2IWN","Black","M","2","Investigation","Warning","No Search",37.8903159490001,-122.272880895,"Not Arrested","Yes",20,"7"
"6151","2015-00044751",2015-08-01 20:55:00,"BANCROFT WAY / SAN PABLO AVE","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8646125,-122.2907521,"Not Arrested","No",20,"7"
"6152","2015-00044752",2015-08-01 20:56:00,"ADELINE ST / RUSSELL ST","T",NA,1,"HM3TWN","Hispanic","M","3","Traffic","Warning","No Search",37.856268,-122.2687132,"Not Arrested","No",20,"7"
"6153","2015-00044753",2015-08-01 21:07:00,"OREGON ST / SHATTUCK AVE","T",NA,1,"BF2TCS","Black","F","2","Traffic","Citation","Search",37.8576334,-122.2667994,"Not Arrested","No",21,"7"
"6154","2015-00044758",2015-08-01 21:50:00,"SAN PABLO AVE / PAGE ST","T",NA,1,"HF4TWN","Hispanic","F","4","Traffic","Warning","No Search",37.8775762,-122.2947998,"Not Arrested","No",21,"7"
"6155","2015-00044761",2015-08-01 22:08:00,"UNIVERSITY AVE / EIGHTH ST","T",NA,1,"BM4TWS","Black","M","4","Traffic","Warning","Search",37.8684859,-122.2955316,"Not Arrested","No",22,"7"
"6156","2015-00044763",2015-08-01 22:11:00,"MILVIA ST / ALLSTON WAY","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8690594,-122.2704546,"Not Arrested","No",22,"7"
"6157","2015-00044769",2015-08-01 22:28:00,"SIXTH ST / ALLSTON WAY","1196","P",1,"WF4IAS","White","F","4","Investigation","Arrest","Search",37.8652699,-122.2967892,"Arrested","No",22,"7"
"6158","2015-00044789",2015-08-02 00:09:00,"2100 BLOCK HASTE ST","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8648815,-122.2673891,"Not Arrested","No",0,"1"
"6159","2015-00044792",2015-08-02 00:25:00,"M L KING JR WAY / CENTER ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8696915,-122.2727922,"Not Arrested","No",0,"1"
"6160","2015-00044804",2015-08-02 01:03:00,"ADDISON ST / WEST ST","1196",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.868887,-122.286196,"Not Arrested","No",1,"1"
"6161","2015-00044812",2015-08-02 01:37:00,"TELE/PARK","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8607857,-122.2590742,"Not Arrested","No",1,"1"
"6162","2015-00044817",2015-08-02 01:51:00,"TELEGRAPH AVE / ASHBY AVE","T",NA,1,"HM3TCN","Hispanic","M","3","Traffic","Citation","No Search",37.856192,-122.2596161,"Not Arrested","No",1,"1"
"6163","2015-00044819",2015-08-02 02:19:00,"ELLSWORTH ST / DURANT AVE","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8672329,-122.2635606,"Not Arrested","No",2,"1"
"6164","2015-00044820",2015-08-02 02:33:00,"SACRAMENTO ST / HARMON ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8488219,-122.2780332,"Not Arrested","No",2,"1"
"6165","2015-00044821",2015-08-02 02:35:00,"COLLEGE AVE / ASHBY AVE","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8570436,-122.2530418,"Not Arrested","No",2,"1"
"6166","2015-00044822",2015-08-02 02:45:00,"SAN PABLO AVE / SIXTY-SECOND ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8732056,-122.3040794,"Not Arrested","No",2,"1"
"6167","2015-00044831",2015-08-02 04:37:00,"GILMAN ST / W FRONTAGE RD","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8780309,-122.3079543,"Not Arrested","No",4,"1"
"6168","2015-00044832",2015-08-02 04:38:00,"M L KING JR WAY / CHANNING WAY","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8651782,-122.2723067,"Not Arrested","No",4,"1"
"6169","2015-00044833",2015-08-02 04:46:00,"UNIVERSITY AVE/SEAWALL DR","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8630998,-122.3172833,"Not Arrested","No",4,"1"
"6170","2015-00044834",2015-08-02 04:55:00,"SIXTH ST / UNIVERSITY AVE","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.868032,-122.2977077,"Not Arrested","No",4,"1"
"6171","2015-00044842",2015-08-02 08:14:00,"SAN PABLO AVE / CEDAR ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8752241,-122.2940302,"Not Arrested","No",8,"1"
"6172","2015-00044845",2015-08-02 08:33:00,"M L KING JR WAY / BLAKE ST","1194B",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.86246,-122.2719957,"Not Arrested","No",8,"1"
"6173","2015-00044869",2015-08-02 13:23:00,"2200 BLOCK SHATTUCK AVE","1194",NA,1,"BF4RWN","Black","F","4","Reasonable Suscipcion","Warning","No Search",37.8692363,-122.2682686,"Not Arrested","No",13,"1"
"6174","2015-00044880",2015-08-02 14:50:00,"CENTER ST / MILVIA ST","1194",NA,1,"AF1KAN","Asian","F","1","Probation/Parole","Arrest","No Search",37.8699847,-122.2705579,"Arrested","No",14,"1"
"6175","2015-00044882",2015-08-02 15:01:00,"37.8693028530001~-122.272234021","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8693028530001,-122.272234021,"Not Arrested","No",15,"1"
"6176","2015-00044892",2015-08-02 16:11:00,"ADDISON ST / ACTON ST","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8691471,-122.284104,"Not Arrested","No",16,"1"
"6177","2015-00044918",2015-08-02 19:46:00,"ADELINE ST / WOOLSEY ST","1196","P",1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8519295,-122.2700332,"Not Arrested","No",19,"1"
"6178","2015-00044923",2015-08-02 20:10:00,"KAINS AVE / CEDAR ST","1196",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8753382,-122.2931582,"Not Arrested","No",20,"1"
"6179","2015-00044927",2015-08-02 20:26:00,"OREGON ST / ADELINE ST","T",NA,1,"BF3TCS","Black","F","3","Traffic","Citation","Search",37.857428,-122.2682845,"Not Arrested","No",20,"1"
"6180","2015-00044932",2015-08-02 20:59:00,"STUART ST / CALIFORNIA ST","T",NA,1,"OM1TWN","Other","M","1","Traffic","Warning","No Search",37.8572116,-122.2776191,"Not Arrested","No",20,"1"
"6181","2015-00044950",2015-08-02 23:38:00,"1300 BLOCK FIFTH ST","1196",NA,1,"BM4RWN","Black","M","4","Reasonable Suscipcion","Warning","No Search",37.8789034,-122.3026116,"Not Arrested","No",23,"1"
"6182","2015-00044955",2015-08-02 23:51:00,"UNIVERSITY AVE / NINTH ST","T",NA,1,"OF2TCN","Other","F","2","Traffic","Citation","No Search",37.8687133,-122.2944035,"Not Arrested","No",23,"1"
"6183","2015-00044956",2015-08-02 23:55:00,"SAN PABLO AVE / HEINZ AVE","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8544034,-122.2873227,"Not Arrested","No",23,"1"
"6184","2015-00044960",2015-08-03 00:35:00,"37.8530825540103~-122.296837760146","1196",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8530825540103,-122.296837760146,"Not Arrested","No",0,"2"
"6185","2015-00044961",2015-08-03 00:52:00,"TELEGRAPH AVE / STUART ST","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8595432,-122.2592466,"Not Arrested","No",0,"2"
"6186","2015-00044963",2015-08-03 01:03:00,"M L KING JR WAY / FRANCISCO ST","T","TOW",1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8751117,-122.2734211,"Not Arrested","No",1,"2"
"6187","2015-00044967",2015-08-03 01:53:00,"900 BLOCK UNIVERSITY AVE","1196","P",1,"HM4TAS","Hispanic","M","4","Traffic","Arrest","Search",37.8677238,-122.2958448,"Arrested","No",1,"2"
"6188","2015-00044969",2015-08-03 02:18:00,"HOPKINS ST / GILMAN ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8801802,-122.2847362,"Not Arrested","No",2,"2"
"6189","2015-00044974",2015-08-03 03:27:00,"ALCATRAZ AVE / SHATTUCK AVE","T","P",1,"BM4TWS","Black","M","4","Traffic","Warning","Search",37.8495043,-122.2657364,"Not Arrested","No",3,"2"
"6190","2015-00044976",2015-08-03 04:30:00,"BAKER ST / ALCATRAZ AVE","1196",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8476593,-122.2795602,"Not Arrested","No",4,"2"
"6191","2015-00044991",2015-08-03 08:38:00,"CEDAR ST / SACRAMENTO ST","T","M",1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8766966,-122.2825785,"Not Arrested","No",8,"2"
"6192","2015-00044993",2015-08-03 08:48:00,"CEDAR ST / MCGEE AVE","T","M",1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8772344,-122.2782862,"Not Arrested","No",8,"2"
"6193","2015-00045002",2015-08-03 09:45:00,"CEDAR ST / SACRAMENTO ST","T","M",1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8766966,-122.2825785,"Not Arrested","No",9,"2"
"6194","2015-00045009",2015-08-03 10:18:00,"HEARST AVE / CURTIS ST","T","M",1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.870922,-122.2896812,"Not Arrested","No",10,"2"
"6195","2015-00045023",2015-08-03 11:43:00,"CARLETON ST / SAN PABLO AVE","T",NA,1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.8580681,-122.2884927,"Not Arrested","No",11,"2"
"6196","2015-00045032",2015-08-03 12:37:00,"TENTH ST / CHANNING WAY","T",NA,1,"BF3TWS","Black","F","3","Traffic","Warning","Search",37.862631,-122.2912879,"Not Arrested","No",12,"2"
"6197","2015-00045035",2015-08-03 12:55:00,"KITTREDGE ST / SHATTUCK AVE","1194",NA,1,"WM3RWN","White","M","3","Reasonable Suscipcion","Warning","No Search",37.8684776,-122.2679492,"Not Arrested","No",12,"2"
"6198","2015-00045054",2015-08-03 14:49:00,"SACRAMENTO ST / HEARST AVE","T","M",1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8718774,-122.2821882,"Not Arrested","No",14,"2"
"6199","2015-00045057",2015-08-03 15:02:00,"SAC/ROSE","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8789301,-122.2829269,"Not Arrested","No",15,"2"
"6200","2015-00045074",2015-08-03 16:32:00,"UNIVERSITY AVE/WEST FRONTAGE","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8662884,-122.3055014,"Not Arrested","No",16,"2"
"6201","2015-00045078",2015-08-03 16:51:00,"SACRAMENTO ST / DELAWARE ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.873058,-122.2823435,"Not Arrested","No",16,"2"
"6202","2015-00045081",2015-08-03 17:01:00,"2200 BLOCK SHATTUCK AVE","1194",NA,1,"WM3RCN","White","M","3","Reasonable Suscipcion","Citation","No Search",37.8692363,-122.2682686,"Not Arrested","No",17,"2"
"6203","2015-00045084",2015-08-03 17:32:00,"DANA ST / HASTE ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8657305,-122.260915,"Not Arrested","No",17,"2"
"6204","2015-00045101",2015-08-03 19:47:00,"TELE/CARL","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8715926,-122.272747,"Not Arrested","No",19,"2"
"6205","2015-00045104",2015-08-03 20:12:00,"UNIVERSITY AVE / SHATTUCK AVE","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8720999,-122.2684067,"Not Arrested","No",20,"2"
"6206","2015-00045118",2015-08-03 21:50:00,"TELEGRAPH AVE / WOOLSEY ST","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8529677,-122.2601833,"Not Arrested","No",21,"2"
"6207","2015-00045166",2015-08-04 05:18:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8700631,-122.2842597,"Not Arrested","No",5,"3"
"6208","2015-00045167",2015-08-04 05:42:00,"UNIVERSITY AVE / SIXTH ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.868032,-122.2977077,"Not Arrested","No",5,"3"
"6209","2015-00045168",2015-08-04 05:53:00,"UNIVERSITY AVE / BONAR ST","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8697553,-122.2875161,"Not Arrested","No",5,"3"
"6210","2015-00045169",2015-08-04 06:02:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",6,"3"
"6211","2015-00045169",2015-08-04 06:02:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,2,"OM3TCN","Other","M","3","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",6,"3"
"6212","2015-00045170",2015-08-04 06:13:00,"ADDISON ST / ACTON ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8691471,-122.284104,"Not Arrested","No",6,"3"
"6213","2015-00045171",2015-08-04 06:26:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8700631,-122.2842597,"Not Arrested","No",6,"3"
"6214","2015-00045173",2015-08-04 06:34:00,"SAN PABLO AVE / UNIVERSITY AVE","T",NA,1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.8691408,-122.2922073,"Not Arrested","No",6,"3"
"6215","2015-00045175",2015-08-04 06:56:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"OM4TCN","Other","M","4","Traffic","Citation","No Search",37.8700631,-122.2842597,"Not Arrested","No",6,"3"
"6216","2015-00045177",2015-08-04 07:09:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",7,"3"
"6217","2015-00045179",2015-08-04 07:19:00,"1800 BLOCK EUCLID AVE","1194","M",1,"BM4ICN","Black","M","4","Investigation","Citation","No Search",37.8760221,-122.2603498,"Not Arrested","No",7,"3"
"6218","2015-00045180",2015-08-04 07:22:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",7,"3"
"6219","2015-00045181",2015-08-04 07:27:00,"2000 BLOCK BERKELEY WAY","1194",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8726801,-122.2707355,"Not Arrested","No",7,"3"
"6220","2015-00045190",2015-08-04 08:30:00,"CEDAR ST / SACRAMENTO ST","T","M",1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8766966,-122.2825785,"Not Arrested","No",8,"3"
"6221","2015-00045197",2015-08-04 08:54:00,"SAN PABLO AVE / ALLSTON WAY","T",NA,1,"HM2TCN","Hispanic","M","2","Traffic","Citation","No Search",37.8663933,-122.2911943,"Not Arrested","No",8,"3"
"6222","2015-00045199",2015-08-04 09:02:00,"SACRAMENTO ST / HEARST AVE","T","M",1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8718774,-122.2821882,"Not Arrested","No",9,"3"
"6223","2015-00045203",2015-08-04 09:22:00,"CEDAR ST / SACRAMENTO ST","T","M",1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8766966,-122.2825785,"Not Arrested","No",9,"3"
"6224","2015-00045205",2015-08-04 09:25:00,"CEDAR ST / ACTON ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8764021,-122.2849962,"Not Arrested","No",9,"3"
"6225","2015-00045207",2015-08-04 09:41:00,"CEDAR ST / ACTON ST","T",NA,1,"HM3TCN","Hispanic","M","3","Traffic","Citation","No Search",37.8764021,-122.2849962,"Not Arrested","No",9,"3"
"6226","2015-00045209",2015-08-04 09:52:00,"CEDAR ST / CURTIS ST","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.875672,-122.2905893,"Not Arrested","No",9,"3"
"6227","2015-00045214",2015-08-04 10:10:00,"CEDAR ST / TENTH ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8749926,-122.2952655,"Not Arrested","No",10,"3"
"6228","2015-00045216",2015-08-04 10:20:00,"CEDAR ST / STANNAGE AVE","T",NA,1,"AM4TCN","Asian","M","4","Traffic","Citation","No Search",37.8754539,-122.2922835,"Not Arrested","No",10,"3"
"6229","2015-00045219",2015-08-04 10:28:00,"CEDAR ST / ACTON ST","T",NA,1,"AM4TCN","Asian","M","4","Traffic","Citation","No Search",37.8764021,-122.2849962,"Not Arrested","No",10,"3"
"6230","2015-00045243",2015-08-04 12:28:00,"CEDAR ST / ACTON ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8764021,-122.2849962,"Not Arrested","No",12,"3"
"6231","2015-00045244",2015-08-04 12:33:00,"CIVIC PARK","1194",NA,1,"BM4RCN","Black","M","4","Reasonable Suscipcion","Citation","No Search",37.8693659,-122.2716666,"Not Arrested","No",12,"3"
"6232","2015-00045247",2015-08-04 12:41:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"AM3TWN","Asian","M","3","Traffic","Warning","No Search",37.861106,-122.2894887,"Not Arrested","No",12,"3"
"6233","2015-00045248",2015-08-04 12:46:00,"2200 BLOCK SHATTUCK AVE","1194",NA,1,"WF3RCN","White","F","3","Reasonable Suscipcion","Citation","No Search",37.8692363,-122.2682686,"Not Arrested","No",12,"3"
"6234","2015-00045249",2015-08-04 12:46:00,"2200 BLOCK SHATTUCK AVE","1194",NA,1,"OM2RAS","Other","M","2","Reasonable Suscipcion","Arrest","Search",37.8692363,-122.2682686,"Arrested","No",12,"3"
"6235","2015-00045252",2015-08-04 13:01:00,"ADELINE ST / ASHBY AVE","1194",NA,1,"AF3TCN","Asian","F","3","Traffic","Citation","No Search",37.8546188,-122.2691712,"Not Arrested","No",13,"3"
"6236","2015-00045301",2015-08-04 17:40:00,"GAYLEY/HEARST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8755274,-122.2568119,"Not Arrested","No",17,"3"
"6237","2015-00045323",2015-08-04 20:05:00,"PIEDMONT AVE / FOREST AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8615268,-122.2511624,"Not Arrested","No",20,"3"
"6238","2015-00045348",2015-08-04 21:40:00,"SAN PABLO AVE / UNIVERSITY AVE","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8691408,-122.2922073,"Not Arrested","No",21,"3"
"6239","2015-00045359",2015-08-04 22:21:00,"OXFORD ST / ALLSTON WAY","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8696581,-122.2657298,"Not Arrested","No",22,"3"
"6240","2015-00045370",2015-08-04 23:53:00,"ASHBY AVE/ASHBY PL","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.857183,-122.2521814,"Not Arrested","No",23,"3"
"6241","2015-00045373",2015-08-05 00:22:00,"FOURTH ST / ALLSTON WAY","1194B","FC",1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8648307,-122.2989737,"Not Arrested","No",0,"4"
"6242","2015-00045377",2015-08-05 01:05:00,"UNIVERSITY AVE / BONAR ST","1196",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8697553,-122.2875161,"Not Arrested","No",1,"4"
"6243","2015-00045398",2015-08-05 08:10:00,"COLLEGE AVE / DURANT AVE","T",NA,1,"AM3WCN","Asian","M","3","Wanted","Citation","No Search",37.8683469,-122.2544485,"Not Arrested","No",8,"4"
"6244","2015-00045405",2015-08-05 08:43:00,"CEDAR ST / CORNELL AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8755683,-122.2914238,"Not Arrested","No",8,"4"
"6245","2015-00045410",2015-08-05 08:53:00,"CHESTNUT ST / VIRGINIA ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8740917,-122.2885474,"Not Arrested","No",8,"4"
"6246","2015-00045414",2015-08-05 09:20:00,"CEDAR ST / KAINS AVE","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8753382,-122.2931582,"Not Arrested","No",9,"4"
"6247","2015-00045431",2015-08-05 10:57:00,"HOPKINS ST / KAINS AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8755108,-122.2934063,"Not Arrested","No",10,"4"
"6248","2015-00045436",2015-08-05 11:12:00,"CEDAR ST / CORNELL AVE","T",NA,1,"AF4TCN","Asian","F","4","Traffic","Citation","No Search",37.8755683,-122.2914238,"Not Arrested","No",11,"4"
"6249","2015-00045439",2015-08-05 11:26:00,"CEDAR ST / STANNAGE AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8754539,-122.2922835,"Not Arrested","No",11,"4"
"6250","2015-00045440",2015-08-05 11:29:00,"CEDAR ST / ACTON ST","T",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.8764021,-122.2849962,"Not Arrested","No",11,"4"
"6251","2015-00045443",2015-08-05 11:37:00,"HOPKINS ST / CORNELL AVE","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8764476,-122.291714,"Not Arrested","No",11,"4"
"6252","2015-00045446",2015-08-05 11:43:00,"CORNELL AVE / HOPKINS ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8764476,-122.291714,"Not Arrested","No",11,"4"
"6253","2015-00045447",2015-08-05 11:46:00,"HOPKINS ST / KAINS AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8755108,-122.2934063,"Not Arrested","No",11,"4"
"6254","2015-00045450",2015-08-05 12:00:00,"CEDAR ST / KAINS AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8753382,-122.2931582,"Not Arrested","No",12,"4"
"6255","2015-00045451",2015-08-05 12:01:00,"CEDAR ST / KAINS AVE","T",NA,1,"AM3TCN","Asian","M","3","Traffic","Citation","No Search",37.8753382,-122.2931582,"Not Arrested","No",12,"4"
"6256","2015-00045456",2015-08-05 12:19:00,"HAROLD WAY / ALLSTON WAY","1194",NA,1,"AF3ION","Asian","F","3","Investigation","Other","No Search",37.8692063,-122.2692936,"Not Arrested","No",12,"4"
"6257","2015-00045456",2015-08-05 12:19:00,"HAROLD WAY / ALLSTON WAY","1194",NA,2,"WM4RWN","White","M","4","Reasonable Suscipcion","Warning","No Search",37.8692063,-122.2692936,"Not Arrested","No",12,"4"
"6258","2015-00045460",2015-08-05 12:37:00,"SHATTUCK AVE / KITTREDGE ST","1194",NA,1,"WM2RWN","White","M","2","Reasonable Suscipcion","Warning","No Search",37.8684776,-122.2679492,"Not Arrested","No",12,"4"
"6259","2015-00045484",2015-08-05 14:05:00,"ROSE ST / M L KING JR WAY","T","M",1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8814538,-122.2740885,"Not Arrested","No",14,"4"
